CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50049213,,STATEN ISLAND,572,MIDLAND AVE,10306,7183519333,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044004,,QUEENS,3263,87TH ST,11369,3473965507,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046510,,BRONX,3467,BOSTON RD,10469,6463593492,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047508,JUICE PRESS,MANHATTAN,1,W 22ND ST,10010,2123889539,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048685,,MANHATTAN,1270,SAINT NICHOLAS AVE,10033,9172946335,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047918,,MANHATTAN,320,E 65TH ST,10065,9176179093,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045357,,MANHATTAN,809,6TH AVE,10001,7322102311,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50041314,YUMMY ASIAN FOOD,MANHATTAN,226,E 3RD ST,10009,9175172032,Chinese,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045221,ADMIRAL'S CLUB,QUEENS,NKA,LAGUARDIA INTERNATIONAL,11371,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046514,HILLSIDE DELI & CATERING,QUEENS,24106,HILLSIDE AVE,11426,9142245862,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043445,STERLING AFFAIR-VICTORY CAFE,MANHATTAN,216,FORT WASHINGTON AVE,10032,2013720734,American,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046893,HAKU,MANHATTAN,1047,2ND AVE,10022,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047012,MEYERS BAKERY,MANHATTAN,89,E 42ND ST,10017,6462799871,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047490,,BROOKLYN,473,BAY RIDGE AVE,11220,9178157298,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046384,BENVENUTO CAFE FLATIRON,MANHATTAN,34,E 23RD ST,10010,2126775775,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049260,JUDY,MANHATTAN,380,5TH AVE,10018,2126438785,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049228,LENNY'S 48TH ST,MANHATTAN,60,W 48TH ST,10036,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047780,DUTCH FRED,MANHATTAN,307,W 47TH ST,10036,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50036177,DAILY GRIND COFFEE,MANHATTAN,65,NASSAU ST,10038,2122333985,Caf̩/Coffee/Tea,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049022,,BROOKLYN,161,7TH AVE,11215,7187880615,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50038181,THE CORNER GRIND CAFE & CORNER POCKET HALL,STATEN ISLAND,510,BAY ST,10304,3472196492,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046134,,MANHATTAN,424A,E 14TH ST,10009,2123881127,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046424,,MANHATTAN,65,2ND AVE,10003,2127771608,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046909,CLUB AMADEUS,QUEENS,7951,ALBION AVE,11373,718 705 2054,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046701,,BRONX,9,MOUNT HOPE PL,10453,9175698077,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046429,CHARO RESTAURANT,QUEENS,10201,37TH AVE,11368,7187797730,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047217,THE SMITH,MANHATTAN,1150,BROADWAY,10001,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048403,METRO COFFEE SHOP,BROOKLYN,10110,FOSTER AVE,11236,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046626,,STATEN ISLAND,1118,CASTLETON AVE,10310,7186007946,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044476,,MANHATTAN,250,E 39TH ST,10016,9176824778,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046451,,BRONX,1670,GARFIELD ST,10460,3472094033,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043523,,BROOKLYN,5918,FORT HAMILTON PKWY,11219,7183210783,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048012,,QUEENS,3520,30TH AVE,11103,19179516484,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044570,STARLIGHT,BROOKLYN,596,GRAND ST,11211,3476450455,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046990,,MANHATTAN,375,S END AVE,10280,2129896363,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048821,LA SALLE DUMPLING ROOM,MANHATTAN,3141,BROADWAY,10027,2129610300,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044263,SAPPHIRE,STATEN ISLAND,65,PAGE AVE,10309,3475520204,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047568,THE FAT MONK,MANHATTAN,949,COLUMBUS AVE,10025,3475155770,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048982,SUNNY RESTAURANT,QUEENS,1041,BEACH 20TH ST,11691,3479264300,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048511,THE BOIL,MANHATTAN,17,WAVERLY PL,10003,6462947592,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046405,MUGHLAI,MANHATTAN,329,3RD AVE,10010,2128890909,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047334,MELTKRAFT,MANHATTAN,1000S,8TH AVE,10019,9088763200,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048225,TOUS LES JOURS,MANHATTAN,31,W 32ND ST,10001,2129679661,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048304,,QUEENS,13106,ROCKAWAY BLVD,11420,9175288030,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50037852,HENRY NORMAN HOTEL,BROOKLYN,233,NORMAN AVE,11222,7189516000,American,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046890,,BROOKLYN,85,FLATBUSH AVENUE EXT,11201,6462509949,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047002,ALGERN,MANHATTAN,89,E 42ND ST,10017,6462799871,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046896,SUSHI GINZA ONODERA,MANHATTAN,461,5TH AVE,10017,6468299165,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046572,CHENG JI,QUEENS,13620,ROOSEVELT AVE,11354,9173613980,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048235,LOTTE NEW YORK PALACE VILLARD,MANHATTAN,455,MADISON AVE,10022,6463156897,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047553,,QUEENS,13649,ROOSEVELT AVE,11354,3477324797,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047021,,BROOKLYN,424,SUTTER AVE,11212,7189752820,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045463,,MANHATTAN,27,DIVISION ST,10002,2123741319,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044014,,BRONX,665,SAGAMORE ST,10462,9173300600,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048640,PLUCK U,BROOKLYN,88,LIVINGSTON ST,11201,7184498194,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047960,,QUEENS,10201,44TH AVE,11368,7183960555,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048457,BRASSERIE SEOUL,BROOKLYN,300,SCHERMERHORN ST,11217,7183301099,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50042487,BURGER KING,BROOKLYN,1661,LINDEN BLVD,11212,7182271100,Hamburgers,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049107,,MANHATTAN,1633,2ND AVE,10028,9176677006,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046205,,QUEENS,4804,108TH ST,11368,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049229,LENNY'S 43RD ST,MANHATTAN,613,9TH AVE,10036,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047992,,BROOKLYN,202,CATON AVE,11218,7188548300,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046941,GOOGLE PANORAMA,MANHATTAN,111,8TH AVE,10011,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048858,,QUEENS,3210,37TH AVE,11101,7187863100,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045802,,QUEENS,2547,STEINWAY ST,11103,7182782233,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046158,ZEST SZECHUAN,MANHATTAN,45,W 39TH ST,10018,2122210260,Chinese,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045333,,STATEN ISLAND,1778,FOREST AVE,10303,7183701000,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046406,SUFFOLK ARMS,MANHATTAN,269,E HOUSTON ST,10002,3472802726,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048348,,MANHATTAN,1230,5TH AVE,10029,9177312213,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048905,BRONX DRAFTHOUSE,BRONX,884,GERARD AVE,10452,6462717722,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046986,THE UGLY DUCKLING,BROOKLYN,166,SMITH ST,11201,7184513825,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048350,,BROOKLYN,1368,FLATBUSH AVE,11210,7183004664,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045573,ORIENTAL NOODLE SHOP,MANHATTAN,135,E 45TH ST,10017,2126870081,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048709,SERENATA,MANHATTAN,111,W 17TH ST,10011,2019620270,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046674,THE LOWERY BAR & KITCHEN,QUEENS,4302,43RD AVE,11104,3478371738,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045634,,MANHATTAN,98,MOTT ST,10013,3478618842,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50042669,LA DAMA'S COOKIES,BROOKLYN,507,CONEY ISLAND AVE,11218,7186784457,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046375,ICHIBA RAMEN,MANHATTAN,125,UNIVERSITY PL,10003,2127772495,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50018891,ROCHAMBEAU ISLANDS KITCHEN,BRONX,3505,ROCHAMBEAU AVE,10467,7189942566,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50013988,MASUYO ASIAN FUSION,QUEENS,73-01,MAIN STREET,11367,7182681818,Asian,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049196,,STATEN ISLAND,585,MIDLAND AVE,10306,7185308516,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046212,2ND CITY,MANHATTAN,525,HUDSON ST,10014,9177677004,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049016,,MANHATTAN,2726,FREDERICK DOUGLASS BLVD,10030,2123688818,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046884,,QUEENS,13620,ROOSEVELT AVE,11354,7182008967,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047733,CARDIFF GIANT,BROOKLYN,415,MYRTLE AVE,11205,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048110,,BROOKLYN,745,39TH ST,11232,3476059623,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047680,,MANHATTAN,308,E 116TH ST,10029,2124810269,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046783,,BRONX,1375,BOSTON RD,10456,3472779698,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047147,PERLA CAFE,MANHATTAN,234,W 4TH ST,10014,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049302,,MANHATTAN,197,7TH AVE,10011,6466191166,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047119,GREAT WALL CHINESE FOOD,BRONX,732,E 187TH ST,10458,7183654294,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049338,,BROOKLYN,1806,CHURCH AVE,11226,7182877276,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047817,LITTLE BEET,MANHATTAN,1140,BROADWAY,10001,2123678015,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50041963,DOMA,QUEENS,4343,41ST ST,11104,9174287734,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048546,THAILAND CAFE,MANHATTAN,95,2ND AVE,10003,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046754,WOLFNIGHTS,MANHATTAN,99,RIVINGTON ST,10002,6466698070,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047675,BLUESTONE LANE,MANHATTAN,51,ASTOR PL,10003,64632185,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047491,KB 50 KITCHEN BAR,MANHATTAN,150,E 50TH ST,10022,2123004869,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046569,,BRONX,436,W 238TH ST,10463,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047545,,STATEN ISLAND,7095,AMBOY RD,10307,7189660426,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044339,,BROOKLYN,7507,NEW UTRECHT AVE,11214,7188726569,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046558,,QUEENS,15915,JAMAICA AVE,11432,3477387284,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047588,JUICE PRESS,MANHATTAN,83,MURRAY ST,10007,2123889539,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044253,RUFFIAN WINE BAR,MANHATTAN,125,E 7TH ST,10009,2127770855,Continental,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048969,,MANHATTAN,2376,A C POWELL BLVD,10030,6462023053,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047362,CAFE HONG KONG,MANHATTAN,51,BAYARD ST,10013,2126085359,Chinese,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045012,CHEF EDDIE G'S,MANHATTAN,1664,PARK AVE,10035,6465246769,Tapas,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046665,,MANHATTAN,28,HENRY ST,10002,2122191788,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047967,FILAGA PIZZERIA,MANHATTAN,75,9th AVE,10011,6466785382,Pizza/Italian,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046817,FIKA,MANHATTAN,1000S,EIGHTH AVE,10019,6464769795,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044324,MIRCH,QUEENS,17227,HILLSIDE AVE,11432,7187393370,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045107,,BROOKLYN,9501,FLATLANDS AVE,11236,6467899664,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047801,SUNFLOWER CAFE,MANHATTAN,676,AMSTERDAM AVE,10025,2122226591,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045458,ROUND 2 CAFE,BROOKLYN,1165,UTICA AVE,11203,3475899978,Caribbean,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047047,,QUEENS,4404,21ST ST,11101,9174212866,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046638,SOFIA WINE BAR,MANHATTAN,242,E 50TH ST,10022,2128888660,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048420,CRUMBS BAKE SHOP,MANHATTAN,775,COLUMBUS AVE,10025,2709080725,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047834,SUBWAY SANDWICHES,BROOKLYN,7810,FLATLANDS AVE,11236,7185315003,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048641,,QUEENS,5907,GRAND AVE,11378,7184161010,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045376,,QUEENS,1927,DITMARS BLVD,11105,7187219722,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045905,AFRICA PRODUCT DEVELOPMENT CENTERS,BRONX,2530,PEARSALL AVE,10469,3473864132,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043733,THE OZONE DINER,QUEENS,13335,79TH ST,11414,7182963141,American,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045032,,BROOKLYN,260,HALSEY ST,11216,3155722357,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049326,,MANHATTAN,2190,FREDERICK DOUGLASS BLVD,10026,9177141411,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046803,,MANHATTAN,956,LEXINGTON AVE,10021,2122666758,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045451,SAKURA,BROOKLYN,346,GRAHAM AVE,11211,7182188056,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048761,STARBUCKS COFFEE COMPANY STORE # 029941,MANHATTAN,1077,3RD AVE,10065,2126159700,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046296,,QUEENS,9520,ASTORIA BLVD,11369,3475534157,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046138,,BRONX,765,E GUN HILL RD,10467,9738162426,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047802,,BRONX,3835,WHITE PLAINS RD,10467,9292589730,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045404,AFRICAN HOME RESTAURANT,BRONX,57,E TREMONT AVE,10453,3475232226,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048388,CRUMBS BAKE SHOP,MANHATTAN,40,BROAD ST,10004,2709080725,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043588,SUN HOUSE CAFE,BROOKLYN,4017,7TH AVE,11232,9176861274,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046087,REVLON BAR @ METROPOLITAN OPERA,MANHATTAN,NKA,LINCOLN CENTER PLAZA,10023,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043939,,BROOKLYN,1336,BROADWAY,11221,9178683136,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048035,,QUEENS,3934,BELL BLVD,11361,17182008392,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047557,ENCORE RESTAURANT,BROOKLYN,10005,4TH AVE,11209,7187453355,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047192,,MANHATTAN,2145,7TH AVE,10027,2125310233,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049296,CHILLBOX,MANHATTAN,716,7TH AVE,10036,5167217460,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047392,,MANHATTAN,218,W 35TH ST,10001,9178321209,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046143,,BROOKLYN,150,MANHATTAN AVE,11206,6467098499,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048588,THE BEATRICE INN,MANHATTAN,285,W 12TH ST,10014,4252603114,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047782,,MANHATTAN,1672,3RD AVE,10128,6468959581,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047078,ABA SUSHI,MANHATTAN,1588,YORK AVE,10028,2125355223,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047346,BLUE SKY BAKERY,BROOKLYN,404,ROGERS AVE,11225,9179748545,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049033,,MANHATTAN,2508,BROADWAY,10025,2122801647,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048637,ZABB CITY,MANHATTAN,244,E 13TH ST,10003,2125298770,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045232,,BROOKLYN,1379,CONEY ISLAND AVE,11230,7182566656,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047995,,QUEENS,1016,50TH AVE,11101,9174553513,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046910,PAPAYA KING,BROOKLYN,6,FLATBUSH AVE,11217,6466928482,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047964,,BROOKLYN,1621,MERMAID AVE,11224,7184149649,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049028,PINKBERRY STORE #15045,MANHATTAN,523,6TH AVE,10011,2124148429,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045106,,MANHATTAN,291,SAINT NICHOLAS AVE,10027,6469228202,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048506,BLOSSOM ICE CREAM,BROOKLYN,196,COURT ST,11201,9173536393,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048872,,QUEENS,4418,KISSENA BLVD,11355,6465106738,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048478,,QUEENS,11833,QUEENS BLVD,11375,6466628654,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044506,,BROOKLYN,753,CONEY ISLAND AVE,11218,7184844971,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046194,ACQUOLINA LLC,MANHATTAN,2291,2ND AVE,10035,2124269400,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046291,BITE,MANHATTAN,62,W 22ND ST,10010,9175289521,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048861,,BRONX,4120A,WHITE PLAINS RD,10466,9178372280,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049174,,BROOKLYN,658,ROGERS AVE,11226,7188266300,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045828,,STATEN ISLAND,137,MONTGOMERY AVE,10301,3476165971,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047924,,BRONX,2053,BARTOW AVE,10475,7183792200,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049029,,MANHATTAN,1577,2ND AVE,10028,2128610574,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048705,,MANHATTAN,259,W 23RD ST,10011,6468633961,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047337,Paulie's Pizzeria,STATEN ISLAND,500,BAY ST,10304,7189815111,Pizza/Italian,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046612,,BROOKLYN,2222,AVENUE U,11229,7183683237,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048686,,MANHATTAN,3633,BROADWAY,10031,9172946335,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047769,,MANHATTAN,377,W 125TH ST,10027,5162423711,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
41719331,GIOVANNI'S ITALIAN PIZZERIA,MANHATTAN,1011,COLUMBUS AVENUE,10025,2126637000,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049023,PINKBERRY STORE #15049,MANHATTAN,330,W 58TH ST,10019,2123970412,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048659,SUBSATIONAL,BROOKLYN,1928,CONEY ISLAND AVE,11230,718 998 4545,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50038308,EL REY IV BILLIARD & LOUNGE,QUEENS,7516,ROCKAWAY BLVD,11421,7182961717,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045741,KENNEDY FRIED CHICKEN,BRONX,952,LONGWOOD AVE,10459,9173195318,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047785,,MANHATTAN,75,9th AVE,10011,7188096211,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047358,KENNEDY GRILL CHICKEN & PIZZA,BROOKLYN,362,WILSON AVE,11221,7184843900,Chicken,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044651,BERBICE BAR  AND  RESTAURANT,QUEENS,17306,JAMAICA AVE,11432,7182976100,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50042718,SEABREEZE FOOD,BROOKLYN,1562,RALPH AVE,11236,3475576593,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049322,PREGO'S PIZZA,BRONX,1011,MACE AVE,10469,7184055111,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046350,,BRONX,416,E 189TH ST,10458,7183647506,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047624,YAMI-ICHI,BROOKLYN,206,GARFIELD PL,11215,9174073921,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047085,,MANHATTAN,535,8TH AVE,10018,8888426845,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047189,,BROOKLYN,2017,AVENUE U,11229,7186481838,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046689,SUBWAY,MANHATTAN,130,W 58TH ST,10019,6465599081,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047571,DUNKIN DONUTS,MANHATTAN,155,W 35TH ST,10001,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048856,REED SMITH CAFE,MANHATTAN,599,LEXINGTON AVE,10022,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047738,,BROOKLYN,419,KINGSTON AVE,11225,7184844817,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045129,,BRONX,976,MORRIS AVE,10456,9146182114,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50017226,W XYZ BAR,MANHATTAN,49,ANN STREET,10038,2125130003,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047475,SAMBUCA'S CAFE,MANHATTAN,105,MULBERRY ST,10013,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043639,MERMAID FINEST DELI,BROOKLYN,1530,MERMAID AVE,11224,6463538184,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50038429,DELICIAS URBANAS,BROOKLYN,86,5TH AVE,11217,3478224546,Bakery,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047823,,BRONX,3966,WHITE PLAINS RD,10466,3478190697,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048932,,MANHATTAN,134,E 125TH ST,10035,9175878888,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045322,,BROOKLYN,8023,FLATLANDS AVE,11236,6462385066,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047805,,QUEENS,16116,NORTHERN BLVD,11358,7184633900,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50040241,BIG WILLS HOT SANDWICHES,QUEENS,1442,27TH AVE,11102,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044575,,QUEENS,9508,35TH AVE,11372,7186392665,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045780,,BROOKLYN,2650,CONEY ISLAND AVE,11223,7189758787,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047599,,MANHATTAN,15,DIVISION ST,10002,2129411273,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049092,,QUEENS,20103,LINDEN BLVD,11412,7182762990,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048317,THE BURRITO SPOT,STATEN ISLAND,1903,VICTORY BLVD,10314,7184470557,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045701,,BROOKLYN,172,AVENUE S,11223,7187433047,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
