CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50049027,,MANHATTAN,7,W 32ND ST,10001,2126959631,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046794,,QUEENS,652,WOODWARD AVE,11385,3474898899,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045891,BARANO,BROOKLYN,26,BROADWAY,11249,3472970013,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047578,,QUEENS,11928,METROPOLITAN AVE,11415,5168493832,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046749,,MANHATTAN,191,CHRYSTIE ST,10002,9175483857,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048823,,MANHATTAN,128,MACDOUGAL ST,10012,6467615390,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048243,,BROOKLYN,1285,BROADWAY,11221,9178863304,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045928,,MANHATTAN,699,AVE AMERICAS,10010,2126330820,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50034991,CLUB REPUBLIC,BROOKLYN,990,BROADWAY,11221,9173373068,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048199,,BROOKLYN,2813,GLENWOOD RD,11210,3474137007,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049199,,BRONX,131,W KINGSBRIDGE RD,10468,7185490050,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50039072,LOVERS ROCK,BROOKLYN,419,TOMPKINS AVE,11216,3479150325,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048618,,QUEENS,3301,DITMARS BLVD,11105,7187771078,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044866,,BROOKLYN,287,BEDFORD AVE,11211,2019866268,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043524,,BRONX,1315,COMMERCE AVE,10461,7185843333,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043863,1080 BREW,QUEENS,1080,WYCKOFF AVE,11385,8043704945,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50014518,HARBOR EATS,STATEN ISLAND,1000,RICHMOND TERRACE,10310,9178373872,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047809,DITMARS BAGELS,QUEENS,2246,31ST ST,11105,5164440947,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047861,,QUEENS,25103,NORTHERN BLVD,11362,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50036692,MILK N' HONEY,MANHATTAN,160,BROADWAY,10038,2123624165,American,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047031,,BROOKLYN,854,4TH AVE,11232,6465739399,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049018,,MANHATTAN,401,6TH AVE,10014,2126338900,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047107,,BROOKLYN,360,TEN EYCK ST         AKA 230 BOGART ST,11206,6467097854,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047325,JUUA.ME,QUEENS,1923,DITMARS BLVD,11105,9176237195,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047584,ROCK AND REILLYS PATIO,MANHATTAN,218,W 35TH ST,10001,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048052,,QUEENS,4912,QUEENS BLVD,11377,3473467916,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044842,,MANHATTAN,900,SAINT NICHOLAS AVE,10032,7324062445,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046875,,QUEENS,13620,ROOSEVELT AVE,11354,6463390514,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50036062,SECARA,MANHATTAN,234,E 4TH ST,10009,2019204389,American,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047632,,BROOKLYN,270,VANDERBILT AVE,11205,7186876283,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046094,BLU RESTAURANT LOUNGE,BRONX,1789,WEBSTER AVE,10457,6463258212,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044808,,BROOKLYN,264,BLEECKER ST,11237,3474251331,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046253,CHIPOTLE MEXICAN GRILL #2534,MANHATTAN,1400,BROADWAY,10018,3032222524,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50042700,BEDFORD COFFEE COMPANY/STARBUCKS,BROOKLYN,1650,BEDFORD AVE,11225,7182706013,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047514,JUICE PRESS,MANHATTAN,350,AMSTERDAM AVE,10024,2123889539,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047109,,BRONX,1800,ARCHER ST,10460,7188290023,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048970,POPEYES LOUISIANA KITCHEN,BROOKLYN,1153,FULTON ST,11216,3476367083,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047966,BAGEL BELLY,MANHATTAN,114,3RD AVE,10003,2123532299,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044597,FRANKS PIZZA AND PASTA INC,BRONX,3770,WHITE PLAINS RD,10467,7186549947,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049344,,QUEENS,4302,NATIONAL ST,11368,7188989885,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50038684,HARLEM HOOKAH,MANHATTAN,387,LENOX AVE,10027,3475551234,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048446,PIKINE AFRICAN RESTAURANT,MANHATTAN,243,W 116TH ST,10026,6469227015,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047068,MULBERRY AND VINE,MANHATTAN,49,W 27TH ST,10001,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046633,PANDA WOK INC,QUEENS,7303,YELLOWSTONE BLVD,11375,2122337016,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047548,,QUEENS,3335,FRANCIS LEWIS BLVD,11358,3473684471,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50038958,ONE IF BY LAND TWO IF BY SEA,MANHATTAN,17,BARROW ST,10014,2122558649,Armenian,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043696,KHALLE BAR AND GRILL,BRONX,3638,BAILEY AVE,10463,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046002,,QUEENS,2905,36TH AVE,11106,3476665974,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50036556,MR. CRIOLLO CAFE,BRONX,1748,E 174TH ST,10472,9179405728,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/1/1900,,,Not Applicable,,,,4/25/2016,
50046042,,BRONX,2467,ARTHUR AVE,10458,9179376515,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047151,,MANHATTAN,7,CLINTON ST,10002,9173349456,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047015,,MANHATTAN,1079,1ST AVE,10022,9179810934,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047742,DOUGHNUTTERY,MANHATTAN,1000S,8TH AVE,10019,9179910564,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043049,MONTE GRAB & GO MARKET,BRONX,1790,EASTCHESTER RD,10461,7186842774,American,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048407,CRUMBS BAKE SHOP,STATEN ISLAND,2655,RICHMOND AVE,10314,3022703469,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047625,HAI STREET KITCHEN AND CO.,MANHATTAN,230,PARK AVE,10169,2675741641,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049372,LE PAIN QUOTIDIEN,MANHATTAN,375,HUDSON ST,10014,6463927882,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048985,,BROOKLYN,1635,E 17TH ST,11229,6469960016,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048645,GREGORYS COFFEE,MANHATTAN,1273,1ST AVE,10065,9089025905,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048335,57TH BELLE HOUSE,MANHATTAN,151,E 57TH ST,10022,7184246412,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049008,TABLETIME,MANHATTAN,20,E 42ND ST,10017,2126824242,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045318,DELICIOUS PIZZA CAFE,BRONX,269,W KINGSBRIDGE RD,10463,7188845501,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047418,CHEZ MATY ET SOKHNA,MANHATTAN,2249,ADAM CLAYTON POWELL JR BLVD,10027,2123685005,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50042900,NEW SANTANA DELI & RESTAURANT,BROOKLYN,187,IRVING AVE,11237,7186284691,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046848,POTATO CORNER,QUEENS,9015,QUEENS BLVD,11373,6466430589,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049335,,BROOKLYN,5820,7TH AVE,11220,7185671577,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049250,,BROOKLYN,82B,E 18TH ST,11226,6462473242,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046060,IL MATTONE,MANHATTAN,49,BEACH ST,10013,3478524366,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048386,MAMMA CASCARINOS,QUEENS,1511,COLLEGE POINT BLVD,11356,6464898050,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50043978,KINGSLEY,MANHATTAN,190,AVENUE B,10009,2126744500,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048428,CRUMBS BAKE SHOP,MANHATTAN,1418,LEXINGTON AVE,10128,2709080725,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048835,VIACOM CONFERENCE CENTER,MANHATTAN,1515,BROADWAY,10036,2128466633,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048964,,MANHATTAN,2011,AMSTERDAM AVE,10032,2123043790,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044183,THE SHOP BROOKLYN,BROOKLYN,234,STARR ST,11237,7188568368,Barbecue,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049373,PAPA JOHN'S PIZZA,MANHATTAN,1709,AMSTERDAM AVE,10031,2122817272,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044576,RIDER,BROOKLYN,80,N 6TH ST,11249,4014479525,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50036220,ROOF AT PARK SOUTH,MANHATTAN,124,E 28TH ST,10016,2122045222,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044841,,MANHATTAN,57,E 125TH ST,10035,7324062445,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049279,,MANHATTAN,143B,HESTER ST,10002,6462883504,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046862,MUSCLE MAKER GRILL,MANHATTAN,2735,BROADWAY,10025,7326691200,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049309,TIN KETTLE,BROOKLYN,611,VANDERBILT AVE,11238,7187901101,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046226,,BROOKLYN,1661,SAINT JOHNS PL,11233,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048255,LOTTE NEW YORK PALACE,MANHATTAN,455,MADISON AVE,10022,6463156897,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046513,SUSHI DAIZEN,QUEENS,4738,VERNON BLVD,11101,7187291297,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047529,GLEASON'S TAVERN,MANHATTAN,206,W 41ST ST,10036,2126735550,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046579,BIRCH COFFEE,BRONX,866,HUNTS POINT AVE,10474,9178416564,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046197,,BROOKLYN,1323,FLATBUSH AVE,11226,7184696310,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048806,WIN SON,BROOKLYN,159,GRAHAM AVE,11206,3474576010,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048655,,QUEENS,8312,37TH AVE,11372,9178152053,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047617,,QUEENS,3207,BROADWAY,11106,7187770997,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50037667,BOCADILLO,MANHATTAN,40,GOLD ST,10038,9176976669,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047686,CARNEGIE CUP CAFE,MANHATTAN,1080,PARK AVE,10128,6465903195,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046795,CHINA BOY I,MANHATTAN,1071A,1ST AVE,10022,9176824778,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047124,NIX,MANHATTAN,72,UNIVERSITY PL,10003,2124989393,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048051,SALSAZASON LLC,BRONX,370,E 146TH ST,10455,6465296468,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046753,,BROOKLYN,2807,MERMAID AVE,11224,7183730335,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50017062,A PLUS PIZZA OF NY INC,BRONX,3414,JEROME AVENUE,10467,7185465900,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048604,,BROOKLYN,1692,86TH ST,11214,6463388980,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047213,SUNSET DEN,BROOKLYN,960,3RD AVE,11232,3476803390,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049374,,QUEENS,4702,37TH ST,11101,7183611747,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047011,,QUEENS,9202,JAMAICA AVE,11421,7184411095,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048159,STARBUCKS# 7416,MANHATTAN,55,BROAD ST,10004,2063188705,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046719,CITIGROUP,MANHATTAN,388,GREENWICH ST,10013,2125594000,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048324,,QUEENS,8721,ROOSEVELT AVE,11372,7188980680,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047911,,QUEENS,4553,BELL BLVD,11361,7187779292,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046218,MAISON THAI,MANHATTAN,625,2ND AVE,10016,6469302085,Thai,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045947,SPRINGBONE KITCHEN,MANHATTAN,90,W 3RD ST,10012,9173018263,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044880,Kam Guo Kitchen,QUEENS,18005,LINDEN BLVD,11434,7182060899,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049331,,BROOKLYN,195,GREENPOINT AVE,11222,9293462986,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047433,PUSH FITNESS CLUB,QUEENS,18810,UNION TPKE,11366,7184647874,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048654,RAFAEL GARCIA,BROOKLYN,1962,BATH AVE,11214,3475174116,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048662,ELISA'S LOVE BITES,BROOKLYN,1087,FLUSHING AVE,11237,9178286470,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047637,HANKI,BROOKLYN,226,7TH AVE,11215,9177978206,Korean,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047580,ROCK AND REILLYS,MANHATTAN,218,W 35TH ST,10001,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047134,,QUEENS,9015,QUEENS BLVD,11373,9149630732,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044931,THE LUCKY BEE,MANHATTAN,252,BROOME ST,10002,9172542768,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047922,SUBWAY #47857,QUEENS,8016,COOPER AVE,11385,9174346071,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046370,THE CHEESECAKE FACTORY,QUEENS,9015,QUEENS BLVD,11373,9192612602,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048433,FLUFFY'S CAFE & PIZZERIA,MANHATTAN,370,W 58TH ST,10019,2122450440,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044562,ROOKIE'S SPORTS BAR & GRILL,STATEN ISLAND,1549,ARTHUR KILL RD,10312,7327252732,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049005,PEOPLE'S POPS LLC,MANHATTAN,425,W 15TH ST,10011,3478502388,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046861,MUSCLE MAKER GRILL,MANHATTAN,347,3RD AVE,10010,7326691200,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048632,,BRONX,4367,WEBSTER AVE,10470,9292433690,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048222,,MANHATTAN,1544,MADISON AVE,10029,2128311400,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048539,RUBEN'S MEXICAN RESTAURANT,BRONX,606,E 187TH ST,10458,9175694578,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50044517,DOMINO'S PIZZA,STATEN ISLAND,1785,VICTORY BLVD,10314,9736729900,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047583,ROCK AND REILLYS,MANHATTAN,218,W 35TH ST,10001,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049077,,BROOKLYN,253,VAN BRUNT ST,11231,6464047466,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047795,KNOCKDOWN CENTER,QUEENS,5219,FLUSHING AVE,11378,,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50037687,KHEMISTRY BAR,BROOKLYN,216,MALCOLM X BLVD,11221,7733549064,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047999,KABAB BITES,MANHATTAN,369,BROOME ST,10013,2128589575,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046425,2 BROS PIZZA,MANHATTAN,557,8TH AVE,10018,9175878888,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047001,,BROOKLYN,1341,FLATBUSH AVE,11210,3476495981,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046461,NEW GARDEN,STATEN ISLAND,1755,RICHMOND RD,10306,7186689059,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048392,CRUMBS BAKE SHOP,MANHATTAN,261,W 42ND ST,10036,3709080725,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046922,,BROOKLYN,443,KINGS HWY,11223,3154300764,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046536,PITA GRILL,MANHATTAN,441,3RD AVE,10016,2126833007,Mediterranean,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048023,,BROOKLYN,6001,STRICKLAND AVE,11234,5163825068,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048300,,QUEENS,14718,NORTHERN BLVD,11354,7189615381,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048688,,QUEENS,9310,ROOSEVELT AVE,11372,7188031001,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047322,,QUEENS,4118,162ND ST,11358,7188861984,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047657,CIPOTLE MEXICAN GRILL #2704,MANHATTAN,404,BROADWAY,10013,3032222524,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047226,CHERRY POINT,BROOKLYN,664,MANHATTAN AVE,11222,7183893828,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049097,,BROOKLYN,1406,CORTELYOU RD,11226,7182828288,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50049061,C'MON EVERYBODY,BROOKLYN,325,FRANKLIN AVE,11238,9176274174,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046494,,BROOKLYN,9802,FOSTER AVE,11236,3474624962,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048491,,MANHATTAN,139,LUDLOW ST,10002,2127418992,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50048590,JANE STREET,MANHATTAN,250,VESEY ST,10281,6462344469,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50046269,,QUEENS,16030,NORTHERN BLVD,11358,7183534006,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50045959,,BRONX,3250,BOSTON RD,10469,5163145339,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
50047783,CAPPONE'S SALUMERIA,MANHATTAN,1,NEW YORK PLZ,10004,9174751245,Other,1/1/1900,,,Not Applicable,,,,4/25/2016,
