CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40395748,INDIGO INDIAN CUISINE,MANHATTAN,357,EAST   50 STREET,10022,2124211919,Indian,3/21/2016,Violations were cited in the following area(s).,06F,Critical,13,A,3/21/2016,4/25/2016,Cycle Inspection / Re-inspection
50001649,THE EAST POLE,MANHATTAN,133,EAST 65TH ST,10065,2122492222,American,2/17/2016,Violations were cited in the following area(s).,02H,Critical,10,A,2/17/2016,4/25/2016,Cycle Inspection / Re-inspection
50017683,MAISON KAYSER,MANHATTAN,1535,3RD AVE,10028,2123488400,Bakery,2/1/2016,Violations were cited in the following area(s).,09C,Not Critical,6,A,2/1/2016,4/25/2016,Cycle Inspection / Initial Inspection
50018890,SUBWAY,MANHATTAN,108,1ST AVE,10009,2127771154,Sandwiches,4/6/2016,Violations were cited in the following area(s).,02B,Critical,7,A,4/6/2016,4/25/2016,Cycle Inspection / Re-inspection
50038305,MS RITA'S PLACE,MANHATTAN,349,E 109TH ST,10029,6469187296,American,4/5/2016,Violations were cited in the following area(s).,10F,Not Critical,23,Z,4/5/2016,4/25/2016,Cycle Inspection / Re-inspection
41706772,CHANDNI RESTAURANT,MANHATTAN,13,WEST   29 STREET,10001,2126864456,Indian,3/17/2016,Violations were cited in the following area(s).,02B,Critical,12,A,3/17/2016,4/25/2016,Cycle Inspection / Initial Inspection
41024190,CROCODILE LOUNGE,MANHATTAN,325,EAST   14 STREET,10003,2124777747,Pizza,4/21/2016,Violations were cited in the following area(s).,04L,Critical,24,Z,4/21/2016,4/25/2016,Cycle Inspection / Re-inspection
40734589,THE GREEK KITCHEN  CLINTON BAKERY CAFE,MANHATTAN,889,10 AVENUE,10019,2125814300,Greek,2/10/2016,Violations were cited in the following area(s).,10H,Not Critical,12,A,2/10/2016,4/25/2016,Cycle Inspection / Re-inspection
41695531,PANERA BREAD,MANHATTAN,4,WEST   40 STREET,10018,2129386950,American,1/27/2016,Violations were cited in the following area(s).,08A,Not Critical,13,A,1/27/2016,4/25/2016,Cycle Inspection / Re-inspection
40386556,WESTSIDE RESTAURANT,MANHATTAN,2020,BROADWAY,10023,2127244000,American,4/21/2016,Violations were cited in the following area(s).,10F,Not Critical,12,A,4/21/2016,4/25/2016,Cycle Inspection / Initial Inspection
41577301,COPPELIA CUBAN LUNCHEONETTE,MANHATTAN,207,WEST   14 STREET,10011,2128585001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/4/2016,Violations were cited in the following area(s).,02G,Critical,26,Z,4/4/2016,4/25/2016,Cycle Inspection / Re-inspection
50047718,GREGORYS COFFEE,MANHATTAN,58,W 44TH ST,10036,2122223811,Caf̩/Coffee/Tea,4/1/2016,Violations were cited in the following area(s).,10F,Not Critical,8,A,4/1/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
41113037,BITE,MANHATTAN,211,EAST   14 STREET,10003,2126773123,Mediterranean,2/10/2016,Violations were cited in the following area(s).,06C,Critical,17,B,2/10/2016,4/25/2016,Cycle Inspection / Re-inspection
50014515,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,26,MURRAY STREET,10007,2129874444,Pizza,1/15/2016,Violations were cited in the following area(s).,10F,Not Critical,13,A,1/15/2016,4/25/2016,Cycle Inspection / Initial Inspection
41276672,THE AUSTRALIAN,MANHATTAN,20,WEST 38 STREET,10018,2128698601,Australian,1/7/2016,Violations were cited in the following area(s).,10F,Not Critical,11,A,1/7/2016,4/25/2016,Cycle Inspection / Initial Inspection
41616853,THE ALLIE WAY SPORTS BAR,MANHATTAN,413,EAST   70 STREET,10021,9175120397,American,3/8/2016,Violations were cited in the following area(s).,10F,Not Critical,9,A,3/8/2016,4/25/2016,Cycle Inspection / Initial Inspection
50005073,HARLEM KARIBE TAKE OUT,MANHATTAN,2234,ADAM CLAYTON POWEL JR BLVD,10027,2122835335,Caribbean,4/22/2016,Establishment re-opened by DOHMH,10F,Not Critical,4,Z,4/22/2016,4/25/2016,Cycle Inspection / Reopening Inspection
40373113,ASTRO RESTAURANT,MANHATTAN,101,WEST   55 STREET,10019,2124896284,American,3/15/2016,Violations were cited in the following area(s).,10F,Not Critical,12,A,3/15/2016,4/25/2016,Cycle Inspection / Initial Inspection
50014515,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,26,MURRAY STREET,10007,2129874444,Pizza,1/15/2016,Violations were cited in the following area(s).,09C,Not Critical,13,A,1/15/2016,4/25/2016,Cycle Inspection / Initial Inspection
41541889,BUVETTE,MANHATTAN,42,GROVE STREET,10014,6464796864,French,3/28/2016,Violations were cited in the following area(s).,02G,Critical,8,A,3/28/2016,4/25/2016,Cycle Inspection / Initial Inspection
50016740,JIMBO'S HAMBURGERS,MANHATTAN,703,LENOX AVE,10039,2122835050,American,3/11/2016,Violations were cited in the following area(s).,10F,Not Critical,12,A,3/11/2016,4/25/2016,Cycle Inspection / Initial Inspection
41476932,POPBAR,MANHATTAN,5,CARMINE STREET,10014,2122554874,Nuts/Confectionary,1/16/2016,Violations were cited in the following area(s).,06C,Critical,12,A,1/16/2016,4/25/2016,Cycle Inspection / Initial Inspection
40935269,TULCINGO RESTAURANT,MANHATTAN,665,10 AVENUE,10036,2122625510,Mexican,3/2/2016,Violations were cited in the following area(s).,10B,Not Critical,11,A,3/2/2016,4/25/2016,Cycle Inspection / Re-inspection
41455936,GINA LA FORNARINA,MANHATTAN,279,AMSTERDAM AVENUE,10023,2125956900,Italian,4/14/2016,Violations were cited in the following area(s).,10B,Not Critical,7,A,4/14/2016,4/25/2016,Cycle Inspection / Initial Inspection
41063283,SANTA FE,MANHATTAN,73,WEST   71 STREET,10023,2127240822,Mexican,2/2/2016,Violations were cited in the following area(s).,02G,Critical,12,A,2/2/2016,4/25/2016,Cycle Inspection / Re-inspection
50044289,BAYARD BO KY RESTAURANT,MANHATTAN,78-80,BAYARD ST,10013,2124062292,Chinese,4/15/2016,Violations were cited in the following area(s).,03A,Critical,12,A,4/15/2016,4/25/2016,Pre-permit (Operational) / Re-inspection
41298810,HARU,MANHATTAN,1,WALL STREET COURT,10005,2127856850,Japanese,3/14/2016,Violations were cited in the following area(s).,04M,Critical,12,A,3/14/2016,4/25/2016,Cycle Inspection / Initial Inspection
41331076,55 BAR,MANHATTAN,55,CHRISTOPHER STREET,10014,2129299883,American,1/4/2016,Violations were cited in the following area(s).,06C,Critical,17,B,1/4/2016,4/25/2016,Cycle Inspection / Re-inspection
50043628,ANGRY BURGER,MANHATTAN,4460,BROADWAY,10040,6469187503,American,1/12/2016,Violations were cited in the following area(s).,10I,Not Critical,8,A,1/12/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
50044480,BEER SHOP,MANHATTAN,422,AMSTERDAM AVE,10024,9144696235,Other,2/16/2016,Violations were cited in the following area(s).,10H,Not Critical,11,A,2/16/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
41319906,THUNDER JACKSONS URBAN ROADHOUSE,MANHATTAN,169,BLEECKER STREET,10012,2126776700,American,3/25/2016,Establishment re-opened by DOHMH,04H,Critical,11,Z,3/25/2016,4/25/2016,Cycle Inspection / Reopening Inspection
50009366,GO BELIEVE BAKERY,MANHATTAN,239,GRAND ST,10002,2127750102,Chinese,1/29/2016,Violations were cited in the following area(s).,10B,Not Critical,11,A,1/29/2016,4/25/2016,Cycle Inspection / Re-inspection
41212471,MOE'S CAFE,MANHATTAN,141,WEST   21 STREET,10011,2125922548,American,1/20/2016,Violations were cited in the following area(s).,06C,Critical,12,A,1/20/2016,4/25/2016,Cycle Inspection / Initial Inspection
41613428,LADUREE,MANHATTAN,864,MADISON AVENUE,10021,6465583157,Nuts/Confectionary,1/8/2016,Violations were cited in the following area(s).,10F,Not Critical,2,A,1/8/2016,4/25/2016,Cycle Inspection / Initial Inspection
50042713,ONEONEFOUR BAR & LOUNGE (MARMAR PARK AVE),MANHATTAN,114,E 32ND ST,10016,6468389400,American,3/29/2016,Violations were cited in the following area(s).,09C,Not Critical,7,A,3/29/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
40648876,WESTSIDE TAVERN,MANHATTAN,360,WEST   23 STREET,10011,2123663738,American,2/17/2016,Violations were cited in the following area(s).,10F,Not Critical,13,A,2/17/2016,4/25/2016,Cycle Inspection / Initial Inspection
40525609,STARBUCKS,MANHATTAN,322,WEST   57 STREET,10019,2123990714,Caf̩/Coffee/Tea,4/21/2016,Violations were cited in the following area(s).,06E,Critical,8,A,4/21/2016,4/25/2016,Cycle Inspection / Initial Inspection
50009001,KLONG,MANHATTAN,7,SAINT MARKS PL,10003,2125059955,Thai,2/22/2016,Violations were cited in the following area(s).,06D,Critical,10,A,2/22/2016,4/25/2016,Cycle Inspection / Re-inspection
40923236,JIMBO'S HAMBURGER PALACE,MANHATTAN,2048,AMSTERDAM AVENUE,10032,2129237300,Hamburgers,4/22/2016,Violations were cited in the following area(s).,10F,Not Critical,11,A,4/22/2016,4/25/2016,Cycle Inspection / Initial Inspection
41457674,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,690,3RD AVE,10017,6467835060,Hamburgers,1/21/2016,Violations were cited in the following area(s).,06F,Critical,7,A,1/21/2016,4/25/2016,Cycle Inspection / Re-inspection
50033120,JAYA,MANHATTAN,90,BAXTER ST,10013,2122193338,Asian,1/29/2016,Violations were cited in the following area(s).,06F,Critical,11,A,1/29/2016,4/25/2016,Cycle Inspection / Re-inspection
41651801,THE LIBERTY,MANHATTAN,29,WEST   35 STREET,10001,2129674000,American,3/1/2016,Violations were cited in the following area(s).,06C,Critical,10,A,3/1/2016,4/25/2016,Cycle Inspection / Re-inspection
41592830,SUBWAY,MANHATTAN,555,WEST   42 STREET,10036,2125945900,Sandwiches/Salads/Mixed Buffet,1/11/2016,Violations were cited in the following area(s).,10B,Not Critical,6,A,1/11/2016,4/25/2016,Cycle Inspection / Initial Inspection
40398578,DYCKMAN BAR,MANHATTAN,221,DYCKMAN STREET,10034,6463603018,American,3/23/2016,Violations were cited in the following area(s).,04L,Critical,10,A,3/23/2016,4/25/2016,Cycle Inspection / Initial Inspection
40922420,GIORGIONE,MANHATTAN,307,SPRING STREET,10013,2123522628,Italian,2/23/2016,Violations were cited in the following area(s).,10H,Not Critical,7,A,2/23/2016,4/25/2016,Cycle Inspection / Initial Inspection
41540529,PERIDANCE CAPEZIO CENTER CAFE,MANHATTAN,126,EAST   13 STREET,10003,2125050886,Caf̩/Coffee/Tea,3/17/2016,Violations were cited in the following area(s).,06C,Critical,20,B,3/17/2016,4/25/2016,Cycle Inspection / Re-inspection
40625816,THE FITZ,MANHATTAN,687,LEXINGTON AVE,10022,2123550100,American,2/8/2016,Violations were cited in the following area(s).,10E,Not Critical,6,A,2/8/2016,4/25/2016,Cycle Inspection / Re-inspection
50005805,STANTON SQUARE PIZZA,MANHATTAN,127,STANTON ST,10002,2125334252,Pizza/Italian,3/21/2016,Violations were cited in the following area(s).,10J,Not Critical,4,A,3/21/2016,4/25/2016,Cycle Inspection / Initial Inspection
41563809,WING WAH,MANHATTAN,2308,1 AVENUE,10035,2124278068,Chinese,3/22/2016,Violations were cited in the following area(s).,09C,Not Critical,5,A,3/22/2016,4/25/2016,Cycle Inspection / Re-inspection
50044626,PIZZA CONCESSION,MANHATTAN,4,PENN PLZ,10121,2124656302,American,3/24/2016,No violations were recorded at the time of this inspection.,,Not Applicable,0,A,3/24/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
41704059,MADMAN ESPRESSO,MANHATTAN,319,EAST   14 STREET,10003,2125052233,Caf̩/Coffee/Tea,1/22/2016,Violations were cited in the following area(s).,06D,Critical,9,A,1/22/2016,4/25/2016,Cycle Inspection / Initial Inspection
41538728,BOWLMOR LANE,MANHATTAN,222,WEST   44 STREET,10036,2126800012,American,1/19/2016,Violations were cited in the following area(s).,08A,Not Critical,10,A,1/19/2016,4/25/2016,Cycle Inspection / Initial Inspection
50034843,GENUINE SUPERETTE,MANHATTAN,191,GRAND ST,10013,6467264633,American,1/15/2016,Violations were cited in the following area(s).,08A,Not Critical,17,B,1/15/2016,4/25/2016,Cycle Inspection / Re-inspection
50044605,Garden Market 35/36,MANHATTAN,4,PENN PLZ,10121,2124656273,Hotdogs,3/24/2016,Violations were cited in the following area(s).,10F,Not Critical,2,A,3/24/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
41670338,A ASO SUSHI,MANHATTAN,1103,1 AVENUE,10065,2128888276,Japanese,2/19/2016,Violations were cited in the following area(s).,04M,Critical,5,A,2/19/2016,4/25/2016,Cycle Inspection / Re-inspection
40758684,JUICY LUCY'S,MANHATTAN,72,EAST    1 STREET,10003,6464794649,"Juice, Smoothies, Fruit Salads",4/4/2016,Violations were cited in the following area(s).,09C,Not Critical,7,A,4/4/2016,4/25/2016,Cycle Inspection / Initial Inspection
40949448,BRASSERIE 8 1/2,MANHATTAN,9,WEST   57 STREET,10019,2128290812,American,1/28/2016,Violations were cited in the following area(s).,06D,Critical,12,A,1/28/2016,4/25/2016,Cycle Inspection / Re-inspection
40560933,TOWN HALL THEATRE,MANHATTAN,123,WEST   43 STREET,10036,2125867610,American,2/26/2016,Violations were cited in the following area(s).,10F,Not Critical,2,A,2/26/2016,4/25/2016,Cycle Inspection / Initial Inspection
50042898,BLOSSOM DU JOUR,MANHATTAN,15,E 13TH ST,10003,2126459800,American,2/11/2016,Violations were cited in the following area(s).,10F,Not Critical,2,A,2/11/2016,4/25/2016,Pre-permit (Operational) / Re-inspection
40747363,OXFORD CAFE,MANHATTAN,375,5 AVENUE,10016,2128897757,Caf̩/Coffee/Tea,1/28/2016,Violations were cited in the following area(s).,10I,Not Critical,9,A,1/28/2016,4/25/2016,Cycle Inspection / Re-inspection
50037614,THE DAISY,MANHATTAN,1641,2ND AVE,10028,6469645756,American,1/16/2016,Violations were cited in the following area(s).,10E,Not Critical,11,A,1/16/2016,4/25/2016,Cycle Inspection / Initial Inspection
41198297,HEARST GOOD HOUSEKEEPING INSTITUTE,MANHATTAN,300,WEST   57 STREET,10019,2126492724,American,4/12/2016,Violations were cited in the following area(s).,10B,Not Critical,5,A,4/12/2016,4/25/2016,Cycle Inspection / Initial Inspection
50016151,UPPER STORY BY CHARLIE PALMER,MANHATTAN,979,3RD AVE,10022,2126449394,American,3/22/2016,Violations were cited in the following area(s).,10F,Not Critical,4,A,3/22/2016,4/25/2016,Cycle Inspection / Initial Inspection
50044346,NARE SUSHI,MANHATTAN,115,E 57TH ST,10022,6466660061,Japanese,2/24/2016,Violations were cited in the following area(s).,06C,Critical,13,A,2/24/2016,4/25/2016,Pre-permit (Operational) / Re-inspection
50001323,MAYHEM & STOUT,MANHATTAN,711,2ND AVE,10016,2129861600,Sandwiches,3/2/2016,Violations were cited in the following area(s).,10F,Not Critical,12,A,3/2/2016,4/25/2016,Cycle Inspection / Re-inspection
41432497,BRAD'S CAFE,MANHATTAN,2950,BROADWAY,10027,2128546675,American,3/31/2016,Violations were cited in the following area(s).,08A,Not Critical,22,B,3/31/2016,4/25/2016,Cycle Inspection / Re-inspection
40402397,THE RIVER CLUB,MANHATTAN,447,EAST   52 STREET,10022,2127510100,American,2/4/2016,Violations were cited in the following area(s).,10F,Not Critical,12,A,2/4/2016,4/25/2016,Cycle Inspection / Re-inspection
41684054,THE BOIL,MANHATTAN,139,CHRYSTIE STREET,10002,2129258815,Seafood,3/30/2016,Violations were cited in the following area(s).,04H,Critical,12,A,3/30/2016,4/25/2016,Cycle Inspection / Initial Inspection
40367420,GRASSROOT TAVERN,MANHATTAN,20,ST MARKS PLACE,10003,2122602876,American,1/5/2016,Violations were cited in the following area(s).,10F,Not Critical,16,B,1/5/2016,4/25/2016,Cycle Inspection / Re-inspection
41523650,NEW YORK YACHT CLUB,MANHATTAN,37,WEST   44 STREET,10036,2123821000,American,4/15/2016,Violations were cited in the following area(s).,06D,Critical,12,A,4/15/2016,4/25/2016,Cycle Inspection / Initial Inspection
50018553,TEXAS FRIED CHICKEN,MANHATTAN,2144,8TH AVE,10026,3472812013,Chicken,2/25/2016,Violations were cited in the following area(s).,06A,Critical,5,A,2/25/2016,4/25/2016,Cycle Inspection / Initial Inspection
50004480,XIAN FAMOUS FOODS,MANHATTAN,2675,BROADWAY,10025,7184272148,Chinese,4/4/2016,Violations were cited in the following area(s).,10F,Not Critical,7,A,4/4/2016,4/25/2016,Cycle Inspection / Initial Inspection
40364389,OLD TOWN BAR & RESTAURANT,MANHATTAN,45,EAST   18 STREET,10003,2125296732,Chilean,4/11/2016,Violations were cited in the following area(s).,02H,Critical,17,Z,4/11/2016,4/25/2016,Cycle Inspection / Re-inspection
41553986,2ND AVE BLUE 9 BURGER,MANHATTAN,1415,2 AVENUE,10021,2129888171,American,4/4/2016,Violations were cited in the following area(s).,10F,Not Critical,21,Z,4/4/2016,4/25/2016,Cycle Inspection / Re-inspection
40634730,NEW YORK UNIVERSITY - COURTYARD CAFE,MANHATTAN,75,3 AVENUE,10003,2129953010,American,2/9/2016,Violations were cited in the following area(s).,06D,Critical,12,A,2/9/2016,4/25/2016,Cycle Inspection / Initial Inspection
50000732,LOWER EAST SIDE PIZZA,MANHATTAN,181,EAST BROADWAY,10002,6467564448,Pizza,1/22/2016,No violations were recorded at the time of this inspection.,,Not Applicable,0,A,1/22/2016,4/25/2016,Cycle Inspection / Initial Inspection
41709604,TEXAS CHICKEN & BURGERS,MANHATTAN,3486,BROADWAY,10031,6469186207,Chicken,2/11/2016,Violations were cited in the following area(s).,06C,Critical,10,A,2/11/2016,4/25/2016,Cycle Inspection / Initial Inspection
50042927,TACOMBI BLEECKER ST.,MANHATTAN,255,BLEECKER ST,10014,6469645984,Mexican,1/7/2016,Violations were cited in the following area(s).,10B,Not Critical,6,A,1/7/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
41354676,ALI BABA'S TERRACE,MANHATTAN,862,2 AVENUE,10017,2128888622,Turkish,2/22/2016,Violations were cited in the following area(s).,09C,Not Critical,11,A,2/22/2016,4/25/2016,Cycle Inspection / Re-inspection
50009345,MELT SHOP,MANHATTAN,111,FULTON ST,10038,6467417910,Sandwiches/Salads/Mixed Buffet,3/7/2016,Violations were cited in the following area(s).,10F,Not Critical,13,A,3/7/2016,4/25/2016,Cycle Inspection / Initial Inspection
41696447,MCDONALD'S,MANHATTAN,354,WEST  125 STREET,10027,2128642124,American,4/20/2016,Violations were cited in the following area(s).,10J,Not Critical,10,A,4/20/2016,4/25/2016,Cycle Inspection / Initial Inspection
50040451,JOOSED BY LLOYD'S,MANHATTAN,1555,LEXINGTON AVE,10029,9178866627,"Juice, Smoothies, Fruit Salads",1/26/2016,Violations were cited in the following area(s).,09C,Not Critical,14,B,1/26/2016,4/25/2016,Pre-permit (Operational) / Re-inspection
41597054,SUSHI YASAKA,MANHATTAN,251,WEST   72 STREET,10023,2124968460,Japanese,3/17/2016,Violations were cited in the following area(s).,08A,Not Critical,10,A,3/17/2016,4/25/2016,Cycle Inspection / Initial Inspection
50033574,CHEZ ALAIN RESTAURAUNT,MANHATTAN,2046,7TH AVE,10027,2126787820,African,3/25/2016,Violations were cited in the following area(s).,04A,Critical,21,B,3/25/2016,4/25/2016,Cycle Inspection / Re-inspection
41643117,JEAN CLAUDE FRENCH BISTRO,MANHATTAN,1343,2 AVENUE,10021,2122493400,French,4/18/2016,Violations were cited in the following area(s).,06C,Critical,27,Z,4/18/2016,4/25/2016,Cycle Inspection / Re-inspection
50045850,SONY HUB/COFFEE BAR,MANHATTAN,25,MADISON AVE,10010,2128338300,American,3/30/2016,Violations were cited in the following area(s).,02G,Critical,9,A,3/30/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
41198317,CHOP'T,MANHATTAN,165,EAST   52 STREET,10022,2124212300,Salads,3/22/2016,Violations were cited in the following area(s).,10B,Not Critical,11,A,3/22/2016,4/25/2016,Cycle Inspection / Initial Inspection
41600621,STUMPTOWN COFFEE,MANHATTAN,18,WEST   29 STREET,10001,7189025484,Caf̩/Coffee/Tea,2/24/2016,Violations were cited in the following area(s).,10F,Not Critical,3,A,2/24/2016,4/25/2016,Cycle Inspection / Initial Inspection
40664935,LEXICON,MANHATTAN,226,EAST 54 STREET,10022,2126885577,American,1/15/2016,Violations were cited in the following area(s).,06D,Critical,12,A,1/15/2016,4/25/2016,Cycle Inspection / Initial Inspection
41006035,OVERLOOK,MANHATTAN,225,EAST   44 STREET,10017,2126827266,American,2/17/2016,Violations were cited in the following area(s).,10F,Not Critical,12,A,2/17/2016,4/25/2016,Cycle Inspection / Re-inspection
41683619,PANERA BREAD,MANHATTAN,10,UNION SQUARE EAST,10003,2126772862,American,2/9/2016,Violations were cited in the following area(s).,06D,Critical,10,A,2/9/2016,4/25/2016,Cycle Inspection / Initial Inspection
41303464,VICKY'S DINER,MANHATTAN,805,WEST  187 STREET,10033,2129278458,American,2/12/2016,Violations were cited in the following area(s).,10B,Not Critical,4,A,2/12/2016,4/25/2016,Cycle Inspection / Initial Inspection
50046759,THE GASTRO BAR,MANHATTAN,345,W 35TH ST,10001,6462008857,Tapas,3/25/2016,Violations were cited in the following area(s).,06C,Critical,17,Z,3/25/2016,4/25/2016,Pre-permit (Operational) / Re-inspection
50003406,DUMPLING KINGDOM,MANHATTAN,227,SULLIVAN ST,10012,2123538888,Chinese,3/10/2016,Violations were cited in the following area(s).,09A,Not Critical,7,A,3/10/2016,4/25/2016,Cycle Inspection / Re-inspection
41583495,ELECTRIC ROOM,MANHATTAN,355,WEST   16 STREET,10011,2122292511,American,2/3/2016,Violations were cited in the following area(s).,06D,Critical,5,A,2/3/2016,4/25/2016,Cycle Inspection / Initial Inspection
41459648,CHRIST COFFEE SHOP & DELI,MANHATTAN,500,WEST  168 STREET,10032,2127955199,Caf̩/Coffee/Tea,4/22/2016,Violations were cited in the following area(s).,02G,Critical,11,A,4/22/2016,4/25/2016,Cycle Inspection / Initial Inspection
41388569,GINGERS (DOUBLE TREE HOTEL),MANHATTAN,1568,BROADWAY,10036,2127191600,American,3/28/2016,Violations were cited in the following area(s).,06D,Critical,11,A,3/28/2016,4/25/2016,Cycle Inspection / Re-inspection
41703681,LEGEND UPPER WEST,MANHATTAN,258,WEST  109 STREET,10025,2122224800,Chinese,2/8/2016,Violations were cited in the following area(s).,04M,Critical,20,B,2/8/2016,4/25/2016,Cycle Inspection / Re-inspection
41704620,VELLA,MANHATTAN,1480,2 AVENUE,10075,2123350456,Italian,3/30/2016,Violations were cited in the following area(s).,10H,Not Critical,12,A,3/30/2016,4/25/2016,Cycle Inspection / Initial Inspection
50036537,PATRIZIAS OF BROOKLYN,MANHATTAN,462,2ND AVE,10016,2125979999,Italian,2/1/2016,Violations were cited in the following area(s).,06C,Critical,8,A,2/1/2016,4/25/2016,Cycle Inspection / Re-inspection
41682709,APOTHEKE/CHEMIST,MANHATTAN,9,DOYERS STREET,10013,2124060400,American,1/13/2016,Violations were cited in the following area(s).,04L,Critical,9,A,1/13/2016,4/25/2016,Cycle Inspection / Re-inspection
41542304,JUNOON,MANHATTAN,27,WEST   24 STREET,10010,2124902100,Indian,1/12/2016,Violations were cited in the following area(s).,04L,Critical,18,B,1/12/2016,4/25/2016,Cycle Inspection / Re-inspection
50009039,MID WINTER KITCHEN,MANHATTAN,327,2ND AVE,10003,2125058500,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/3/2016,Violations were cited in the following area(s).,02G,Critical,13,A,2/3/2016,4/25/2016,Cycle Inspection / Re-inspection
41486386,HUDSON COMMON,MANHATTAN,356,WEST   58 STREET,10019,2125546000,American,2/2/2016,Violations were cited in the following area(s).,04N,Critical,18,B,2/2/2016,4/25/2016,Cycle Inspection / Re-inspection
41137141,CHIPOTLE MEXICAN GRILL,MANHATTAN,283,7 AVENUE,10001,2126456270,Tex-Mex,1/13/2016,Violations were cited in the following area(s).,08A,Not Critical,11,A,1/13/2016,4/25/2016,Cycle Inspection / Re-inspection
41373642,SUBWAY,MANHATTAN,21,EAST  118 STREET,10035,2122890114,Sandwiches,3/25/2016,Violations were cited in the following area(s).,06C,Critical,9,A,3/25/2016,4/25/2016,Cycle Inspection / Re-inspection
41629298,MCDONALD'S,MANHATTAN,167,CHAMBERS STREET,10007,2126082405,American,4/12/2016,Violations were cited in the following area(s).,06D,Critical,12,A,4/12/2016,4/25/2016,Cycle Inspection / Initial Inspection
41011581,WOGIES,MANHATTAN,39,GREENWICH AVENUE,10014,2122292171,American,1/6/2016,Violations were cited in the following area(s).,08A,Not Critical,12,A,1/6/2016,4/25/2016,Cycle Inspection / Re-inspection
50018387,FIKA,MANHATTAN,155,7TH AVE,10011,6469227994,Caf̩/Coffee/Tea,4/20/2016,Violations were cited in the following area(s).,10F,Not Critical,8,A,4/20/2016,4/25/2016,Cycle Inspection / Re-inspection
50003324,EL NUEVO JOBO RESTAURANT,MANHATTAN,3915,BROADWAY,10032,2127401616,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/22/2016,Violations were cited in the following area(s).,02B,Critical,10,A,4/22/2016,4/25/2016,Cycle Inspection / Initial Inspection
50016473,SUTTON INN,MANHATTAN,347,E 54TH ST,10022,6463703045,American,4/22/2016,Violations were cited in the following area(s).,06C,Critical,10,A,4/22/2016,4/25/2016,Cycle Inspection / Re-inspection
50035652,THAI SELECT,MANHATTAN,472,9TH AVE,10018,2126959920,Thai,2/22/2016,Violations were cited in the following area(s).,04H,Critical,26,B,2/22/2016,4/25/2016,Cycle Inspection / Re-inspection
50008891,IL PRINCIPE,MANHATTAN,523,GREENWICH ST,10013,2126081211,Italian,4/21/2016,Violations were cited in the following area(s).,02A,Critical,10,A,4/21/2016,4/25/2016,Cycle Inspection / Initial Inspection
40365525,DONUT PUB,MANHATTAN,203,WEST   14 STREET,10011,2129290126,Donuts,3/7/2016,Violations were cited in the following area(s).,08A,Not Critical,11,A,3/7/2016,4/25/2016,Cycle Inspection / Re-inspection
50046049,HANAMI SUSHI,MANHATTAN,857,9TH AVE,10019,2122582999,Japanese,3/31/2016,Violations were cited in the following area(s).,06E,Critical,13,A,3/31/2016,4/25/2016,Pre-permit (Operational) / Initial Inspection
50018922,KOS SUSHI,MANHATTAN,208,3RD AVE,10003,2126776921,Japanese,4/11/2016,Violations were cited in the following area(s).,06D,Critical,26,Z,4/11/2016,4/25/2016,Cycle Inspection / Re-inspection
50035436,NATUREES,MANHATTAN,21,E 1ST ST,10003,2122285909,Vegetarian,4/23/2016,Violations were cited in the following area(s).,06C,Critical,10,A,4/23/2016,4/25/2016,Cycle Inspection / Initial Inspection
50018499,RACLETTE,MANHATTAN,195,AVENUE A,10009,9178535377,French,2/9/2016,Violations were cited in the following area(s).,06C,Critical,19,B,2/9/2016,4/25/2016,Cycle Inspection / Re-inspection
41581429,DAVID'S BAGELS,MANHATTAN,273,1 AVENUE,10003,2127802308,American,3/23/2016,Violations were cited in the following area(s).,06C,Critical,11,A,3/23/2016,4/25/2016,Cycle Inspection / Initial Inspection
41086967,IL SOLE,MANHATTAN,229233,DYCKMAN STREET,10034,2125440406,Italian,3/30/2016,Violations were cited in the following area(s).,08A,Not Critical,12,A,3/30/2016,4/25/2016,Cycle Inspection / Re-inspection
41583613,CHELSEA DELI & PIZZA,MANHATTAN,301,10 AVENUE,10001,2122440500,Delicatessen,4/15/2016,Violations were cited in the following area(s).,06D,Critical,12,A,4/15/2016,4/25/2016,Cycle Inspection / Re-inspection
